Protein,Total lipid (fat),"Carbohydrate, by difference",Ash,Starch,"Alcohol, ethyl",Water,Caffeine,Theobromine,"Fiber, total dietary","Calcium, Ca","Iron, Fe","Magnesium, Mg","Phosphorus, P","Potassium, K","Sodium, Na","Zinc, Zn","Copper, Cu","Fluoride, F","Manganese, Mn","Selenium, Se","Vitamin A, RAE","Carotene, beta","Carotene, alpha",Vitamin E (alpha-tocopherol),Vitamin D (D2 + D3),"Cryptoxanthin, beta",Lycopene,Lutein + zeaxanthin,"Tocopherol, beta","Tocopherol, gamma","Tocopherol, delta","Tocotrienol, alpha","Tocotrienol, beta","Tocotrienol, gamma","Tocotrienol, delta","Vitamin C, total ascorbic acid",Thiamin,Riboflavin,Niacin,Pantothenic acid,Vitamin B-6,"Folate, total",Vitamin B-12,"Choline, total",Vitamin K (phylloquinone),Betaine,Cholesterol,"Sugars, Total",cat_Baby Foods,cat_Baked Products,cat_Beef Products,cat_Beverages,cat_Breakfast Cereals,cat_Cereal Grains and Pasta,cat_Dairy and Egg Products,cat_Fast Foods,cat_Fats and Oils,cat_Finfish and Shellfish Products,cat_Fruits and Fruit Juices,"cat_Lamb, Veal, and Game Products",cat_Legumes and Legume Products,"cat_Meals, Entrees, and Side Dishes",cat_Nut and Seed Products,cat_Pork Products,cat_Poultry Products,cat_Restaurant Foods,cat_Sausages and Luncheon Meats,cat_Snacks,"cat_Soups, Sauces, and Gravies",cat_Spices and Herbs,cat_Sweets,cat_Vegetables and Vegetable Products
21.55,27.22,0.0,1.04,0.0,0.0,48.74,0.0,0.0,0.0,10.0,2.19,19.0,182.0,309.0,64.0,5.07,0.079,0.0,0.013,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.16,2.78,0.35,0.23,6.0,2.89,0.0,0.0,0.0,80.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.01,28.51,0.0,0.91,0.0,0.0,47.73,0.0,0.0,0.0,10.0,2.35,20.0,173.0,293.0,64.0,5.84,0.089,22.4,0.014,21.6,0.0,0.0,0.0,0.23,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.19,3.67,0.37,0.23,7.0,2.34,87.6,2.0,11.5,85.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.55,25.71,0.0,1.04,0.0,0.0,50.25,0.0,0.0,0.0,10.0,2.19,19.0,182.0,309.0,64.0,5.07,0.079,0.0,0.013,21.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.16,2.78,0.35,0.23,6.0,2.89,0.0,0.0,0.0,80.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.4,25.84,0.0,0.93,0.0,0.0,49.4,0.0,0.0,0.0,9.0,2.39,20.0,176.0,299.0,65.0,5.98,0.09,0.0,0.014,21.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.19,3.74,0.38,0.23,8.0,2.37,0.0,0.0,0.0,84.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.77,33.26,0.0,0.73,0.0,0.0,50.4,0.0,0.0,0.0,8.0,1.65,15.0,147.0,248.0,53.0,3.58,0.057,0.0,0.011,16.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.13,2.53,0.31,0.28,5.0,2.63,0.0,0.0,0.0,73.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.65,34.97,0.0,0.9,0.0,0.0,43.48,0.0,0.0,0.0,10.0,2.08,19.0,164.0,298.0,62.0,4.87,0.076,0.0,0.013,21.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.17,2.64,0.33,0.27,6.0,2.79,0.0,0.0,0.0,86.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.86,32.74,0.0,0.91,0.0,0.0,44.49,0.0,0.0,0.0,10.0,2.33,20.0,172.0,291.0,64.0,5.78,0.088,0.0,0.014,22.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.19,3.65,0.37,0.23,7.0,2.34,0.0,0.0,0.0,85.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.53,22.09,0.0,1.04,0.0,0.0,52.93,0.0,0.0,0.0,16.0,1.64,20.0,183.0,298.0,49.0,4.37,0.08,0.0,0.009,26.4,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061,0.108,6.653,0.483,0.489,8.0,1.62,0.0,1.8,0.0,94.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.28,29.21,0.0,1.09,0.0,0.0,47.18,0.0,0.0,0.0,13.0,2.39,20.0,181.0,319.0,63.0,4.86,0.077,0.0,0.013,21.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.16,3.13,0.24,0.24,6.0,2.85,0.0,0.0,0.0,83.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.56,18.0,0.0,0.89,0.0,0.0,62.0,0.0,0.0,0.0,22.0,1.4,20.0,180.0,297.0,49.0,3.28,0.067,0.0,0.009,22.4,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.106,5.228,0.554,0.54,10.0,0.93,0.0,1.6,0.0,85.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.17,18.0,0.0,1.06,0.0,0.0,54.36,0.0,0.0,0.0,22.0,1.67,23.0,219.0,349.0,58.0,4.97,0.075,0.0,0.009,29.6,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079,0.142,7.098,0.536,0.595,8.0,1.41,0.0,1.7,0.0,103.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.7,9.29,0.0,1.25,0.0,0.0,62.15,0.0,0.0,0.0,14.0,3.02,24.0,224.0,388.0,88.0,9.71,0.111,0.0,0.015,31.9,7.0,0.0,0.0,0.12,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.099,0.306,4.471,1.058,0.395,7.0,5.28,103.8,1.6,18.7,98.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.16,7.25,0.0,1.09,0.0,0.0,71.89,0.0,0.0,0.0,12.0,2.49,19.0,201.0,335.0,82.0,7.55,0.095,0.0,0.01,22.6,3.0,0.0,0.0,0.17,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.095,0.256,3.865,0.936,0.404,3.0,4.33,74.2,1.5,17.9,69.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.56,11.92,0.0,0.98,0.0,0.0,65.44,0.0,0.0,0.0,4.0,1.99,22.0,199.0,342.0,54.0,3.24,0.075,0.0,0.013,19.6,0.0,0.0,0.0,0.18,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.17,3.74,0.36,0.47,8.0,2.82,85.9,1.5,0.0,62.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.54,12.98,0.0,1.32,0.0,0.0,56.73,0.0,0.0,0.0,6.0,2.55,26.0,240.0,395.0,62.0,4.35,0.101,0.0,0.015,27.3,0.0,0.0,0.0,0.16,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.21,4.02,0.39,0.38,9.0,3.03,104.9,1.6,0.0,79.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.41,11.64,0.0,1.05,0.0,0.0,61.6,0.0,0.0,0.0,6.0,2.16,17.0,164.0,214.0,35.0,4.43,0.063,0.0,0.009,27.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061,0.141,4.616,0.521,0.347,8.0,1.47,100.6,1.5,13.2,85.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.71,12.15,0.0,1.02,0.0,0.0,66.32,0.0,0.0,0.0,16.0,1.84,22.0,197.0,319.0,53.0,3.8,0.092,0.0,0.013,25.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079,0.143,6.294,0.605,0.611,11.0,1.76,86.5,1.4,12.7,75.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.85,12.56,0.0,0.95,0.0,0.0,54.27,0.0,0.0,0.0,7.0,2.7,21.0,199.0,263.0,42.0,5.4,0.071,22.4,0.011,34.4,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.068,0.185,5.939,0.647,0.432,10.0,1.97,125.1,1.7,16.4,101.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.05,12.44,0.0,1.01,0.0,0.0,61.09,0.0,0.0,0.0,6.0,2.15,17.0,159.0,210.0,34.0,4.31,0.057,0.0,0.009,27.4,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054,0.146,4.71,0.513,0.342,8.0,1.56,99.2,1.5,13.0,86.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.68,10.93,0.0,0.99,0.0,0.0,67.44,0.0,0.0,0.0,23.0,1.63,22.0,201.0,335.0,60.0,3.85,0.089,0.0,0.013,24.7,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.084,0.11,6.071,0.586,0.615,11.0,1.23,86.4,1.4,12.7,72.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.68,8.91,0.0,1.03,0.0,0.0,68.57,0.0,0.0,0.0,16.0,1.92,23.0,206.0,334.0,55.0,3.97,0.096,0.0,0.013,26.1,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083,0.149,6.59,0.633,0.64,12.0,1.84,90.6,1.3,13.3,70.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.48,10.05,0.0,1.06,0.0,0.0,61.36,0.0,0.0,0.0,6.0,2.33,18.0,171.0,227.0,37.0,4.65,0.061,0.0,0.01,29.6,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059,0.16,5.149,0.561,0.374,9.0,1.71,108.5,1.5,14.3,86.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.3,7.57,0.08,0.99,0.0,0.0,70.06,0.0,0.0,0.0,24.0,1.69,23.0,208.0,346.0,62.0,3.98,0.092,0.0,0.013,25.6,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.087,0.113,6.252,0.603,0.633,11.0,1.27,89.0,1.3,13.1,66.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.13,9.26,0.0,1.13,0.0,0.0,62.58,0.0,0.0,0.0,7.0,2.24,18.0,177.0,228.0,37.0,4.74,0.072,0.0,0.01,27.7,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071,0.141,4.747,0.555,0.369,9.0,1.44,107.1,1.4,14.1,83.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.74,10.39,0.0,0.96,0.0,0.0,66.86,0.0,0.0,0.0,5.0,2.02,22.0,195.0,332.0,58.0,4.45,0.077,0.0,0.013,19.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.18,3.18,0.33,0.41,7.0,3.03,82.5,0.0,12.1,64.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.63,10.24,0.0,1.14,0.0,0.0,62.31,0.0,0.0,0.0,6.0,2.83,26.0,232.0,370.0,64.0,6.73,0.12,0.0,0.016,26.9,0.0,0.0,0.0,0.14,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.26,3.61,0.45,0.38,8.0,2.81,105.2,1.4,0.0,82.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.07,7.94,0.0,0.99,0.0,0.0,71.12,0.0,0.0,0.0,12.0,2.5,19.0,199.0,336.0,81.0,7.53,0.093,0.0,0.01,22.2,3.0,0.0,0.0,0.16,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.245,3.793,0.869,0.414,3.0,4.29,70.4,1.5,19.7,68.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.93,8.33,2.03,1.53,0.0,0.0,54.18,0.0,0.0,0.0,6.0,3.4,35.0,286.0,484.0,65.0,4.58,0.129,0.0,0.02,34.5,0.0,0.0,0.0,0.17,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.315,5.394,0.458,0.582,14.0,3.9,129.2,1.7,17.0,102.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.09,11.61,0.0,1.65,0.0,0.0,53.83,0.0,0.0,0.0,5.0,3.14,24.0,214.0,317.0,45.0,4.31,0.118,0.0,0.017,32.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.24,3.63,0.35,0.27,9.0,2.61,129.8,0.0,17.1,90.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.7,10.27,0.0,1.18,0.0,0.0,58.46,0.0,0.0,0.0,7.0,2.54,20.0,187.0,248.0,40.0,5.09,0.067,0.0,0.011,32.4,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.064,0.173,5.55,0.604,0.403,10.0,1.84,116.9,1.6,15.4,92.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.99,13.83,0.0,1.45,0.0,0.0,52.36,0.0,0.0,0.0,6.0,2.97,33.0,274.0,480.0,68.0,4.35,0.124,0.0,0.019,32.0,0.0,0.0,0.0,0.18,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.26,5.15,0.43,0.57,12.0,3.28,125.6,1.8,0.0,97.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.18,7.68,0.0,1.08,0.0,0.0,69.29,0.0,0.0,0.0,25.0,1.74,24.0,214.0,357.0,63.0,4.1,0.095,0.0,0.013,26.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.118,6.51,0.628,0.659,12.0,1.32,92.6,1.2,13.6,68.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.6,8.54,0.0,1.67,0.0,0.0,55.63,0.0,0.0,0.0,4.0,3.18,25.0,217.0,321.0,45.0,4.37,0.119,0.0,0.017,32.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.24,3.67,0.36,0.27,9.0,2.64,131.8,0.0,17.3,90.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.32,9.29,0.0,0.98,0.0,0.0,69.89,0.0,0.0,0.0,13.0,2.0,22.0,210.0,344.0,80.0,4.98,0.067,0.0,0.002,23.1,4.0,0.0,0.0,0.14,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.154,6.019,0.689,0.59,3.0,1.76,59.9,1.5,12.2,67.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.36,14.58,0.0,0.93,0.0,0.0,64.12,0.0,0.0,0.0,19.0,1.91,10.0,188.0,246.0,52.0,3.19,0.052,0.0,0.003,20.7,4.0,0.0,0.0,0.23,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048,0.241,4.961,0.331,0.59,3.0,1.8,51.4,1.5,9.0,61.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.85,19.78,0.0,0.95,0.0,0.0,54.76,0.0,0.0,0.0,19.0,2.95,20.0,207.0,255.0,63.0,4.09,0.064,0.0,0.003,25.7,7.0,0.0,0.0,0.34,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054,0.234,5.67,0.0,0.657,6.0,2.01,60.2,1.9,8.8,85.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.0,15.83,0.0,0.91,0.0,0.0,63.43,0.0,0.0,0.0,21.0,1.64,10.0,174.0,229.0,35.0,3.31,0.053,0.0,0.002,19.8,4.0,0.0,0.0,0.27,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047,0.195,5.164,0.0,0.568,5.0,1.66,50.5,1.6,8.9,62.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.16,18.45,0.0,1.02,0.0,0.0,54.99,0.0,0.0,0.0,17.0,1.75,21.0,195.0,316.0,52.0,4.65,0.085,0.0,0.009,28.1,0.0,0.0,0.0,0.48,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065,0.115,7.095,0.515,0.521,8.0,1.73,99.6,1.6,13.1,97.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.59,15.04,0.0,0.87,0.0,0.0,63.95,0.0,0.0,0.0,23.0,1.47,21.0,189.0,313.0,52.0,3.45,0.071,0.0,0.009,23.5,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.074,0.112,5.502,0.583,0.569,11.0,0.98,86.0,1.6,12.6,80.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.72,15.11,0.0,1.04,0.0,0.0,57.96,0.0,0.0,0.0,22.0,1.63,23.0,213.0,340.0,57.0,4.85,0.073,0.0,0.009,28.8,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.078,0.14,6.978,0.527,0.585,8.0,1.38,101.8,1.6,13.4,79.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.0,22.17,0.0,0.77,0.0,0.0,58.42,0.0,0.0,0.0,6.0,1.58,18.0,163.0,295.0,53.0,3.14,0.069,0.0,0.012,17.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.14,3.88,0.32,0.39,6.0,2.75,79.4,0.0,11.7,67.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.43,17.78,0.0,1.01,0.0,0.0,55.53,0.0,0.0,0.0,17.0,1.76,21.0,196.0,318.0,52.0,4.67,0.085,0.0,0.009,28.2,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.066,0.116,7.169,0.52,0.527,8.0,1.74,100.7,1.7,13.2,99.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.9,25.39,0.0,1.18,0.0,0.0,47.99,0.0,0.0,0.0,9.0,3.11,26.0,236.0,407.0,65.0,4.03,0.123,0.0,0.016,22.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.27,3.88,0.4,0.48,8.0,3.37,91.0,0.0,12.0,85.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.37,18.46,0.0,0.9,0.0,0.0,61.33,0.0,0.0,0.0,22.0,1.42,20.0,182.0,300.0,50.0,3.32,0.068,0.0,0.009,22.6,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.069,0.105,5.176,0.549,0.535,10.0,0.92,80.9,1.6,11.9,86.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.48,16.53,0.0,1.09,0.0,0.0,56.5,0.0,0.0,0.0,22.0,1.63,23.0,214.0,340.0,57.0,4.85,0.073,0.0,0.009,28.9,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.077,0.139,6.916,0.523,0.58,8.0,1.37,100.8,1.7,13.2,96.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.3,12.71,0.0,1.03,0.0,0.0,66.09,0.0,0.0,0.0,24.0,1.48,21.0,187.0,315.0,52.0,3.55,0.069,0.0,0.011,22.9,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.063,0.098,5.986,0.584,0.554,11.0,1.05,84.8,1.4,12.5,75.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.96,14.23,0.0,1.11,0.0,0.0,58.36,0.0,0.0,0.0,20.0,1.73,22.0,209.0,336.0,56.0,4.87,0.081,22.4,0.009,29.2,0.0,0.0,0.0,0.44,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.073,0.13,7.176,0.531,0.564,8.0,1.59,102.7,1.6,13.5,92.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.92,14.28,0.0,0.97,0.0,0.0,64.87,0.0,0.0,0.0,25.0,1.46,20.0,181.0,309.0,51.0,3.57,0.066,0.0,0.013,21.8,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053,0.084,6.425,0.582,0.536,11.0,1.11,83.2,1.5,12.2,78.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.8,15.75,0.0,1.1,0.0,0.0,56.81,0.0,0.0,0.0,18.0,1.81,22.0,201.0,327.0,54.0,4.81,0.088,0.0,0.009,29.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.067,0.118,7.269,0.528,0.534,8.0,1.77,102.1,1.6,13.4,96.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.09,5.82,0.0,1.3,0.0,0.0,64.21,0.0,0.0,0.0,7.0,3.19,22.0,222.0,384.0,74.0,6.39,0.1,0.0,0.0,30.0,0.0,0.0,0.0,0.17,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.094,0.264,3.696,0.0,0.291,10.0,3.22,107.0,0.0,0.0,90.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.54,6.25,0.0,1.22,0.0,0.0,64.21,0.0,0.0,0.0,12.0,2.95,26.0,249.0,372.0,68.0,8.03,0.107,0.0,0.013,32.6,1.0,0.0,0.0,0.12,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.218,5.613,0.74,0.681,7.0,3.3,86.0,1.6,14.8,81.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.71,5.17,0.0,1.25,0.0,0.0,65.24,0.0,0.0,0.0,12.0,2.94,25.0,249.0,371.0,68.0,8.43,0.103,0.0,0.014,31.2,2.0,0.0,0.0,0.07,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.235,5.435,0.84,0.674,7.0,3.62,91.5,1.6,13.7,83.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.66,8.23,0.0,1.09,0.0,0.0,64.17,0.0,0.0,0.0,20.0,1.74,23.0,210.0,339.0,56.0,4.9,0.082,0.0,0.009,29.4,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.133,7.363,0.545,0.579,9.0,1.63,105.4,1.4,13.8,79.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.64,8.55,0.0,1.03,0.0,0.0,70.08,0.0,0.0,0.0,25.0,1.49,21.0,189.0,317.0,52.0,3.58,0.07,0.0,0.011,23.1,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.064,0.1,6.087,0.594,0.563,11.0,1.06,86.2,1.3,12.7,66.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
