Protein,Total lipid (fat),"Carbohydrate, by difference",Ash,Starch,"Alcohol, ethyl",Water,Caffeine,Theobromine,"Fiber, total dietary","Calcium, Ca","Iron, Fe","Magnesium, Mg","Phosphorus, P","Potassium, K","Sodium, Na","Zinc, Zn","Copper, Cu","Fluoride, F","Manganese, Mn","Selenium, Se","Vitamin A, RAE","Carotene, beta","Carotene, alpha",Vitamin E (alpha-tocopherol),Vitamin D (D2 + D3),"Cryptoxanthin, beta",Lycopene,Lutein + zeaxanthin,"Tocopherol, beta","Tocopherol, gamma","Tocopherol, delta","Tocotrienol, alpha","Tocotrienol, beta","Tocotrienol, gamma","Tocotrienol, delta","Vitamin C, total ascorbic acid",Thiamin,Riboflavin,Niacin,Pantothenic acid,Vitamin B-6,"Folate, total",Vitamin B-12,"Choline, total",Vitamin K (phylloquinone),Betaine,Cholesterol,"Sugars, Total",cat_Baby Foods,cat_Baked Products,cat_Beef Products,cat_Beverages,cat_Breakfast Cereals,cat_Cereal Grains and Pasta,cat_Dairy and Egg Products,cat_Fast Foods,cat_Fats and Oils,cat_Finfish and Shellfish Products,cat_Fruits and Fruit Juices,"cat_Lamb, Veal, and Game Products",cat_Legumes and Legume Products,"cat_Meals, Entrees, and Side Dishes",cat_Nut and Seed Products,cat_Pork Products,cat_Poultry Products,cat_Restaurant Foods,cat_Sausages and Luncheon Meats,cat_Snacks,"cat_Soups, Sauces, and Gravies",cat_Spices and Herbs,cat_Sweets,cat_Vegetables and Vegetable Products
24.85,19.68,0.0,0.98,0.0,0.0,55.56,0.0,0.0,0.0,11.0,1.87,22.0,160.0,295.0,54.0,6.09,0.075,0.0,0.075,31.0,8.0,0.0,0.0,0.08,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.072,0.285,5.281,0.57,0.48,6.0,2.01,48.2,1.6,11.2,80.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.85,18.73,0.0,0.89,0.0,0.0,61.77,0.0,0.0,0.0,8.0,1.74,19.0,132.0,236.0,50.0,4.78,0.067,0.0,0.067,23.3,5.0,0.0,0.0,0.14,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.097,0.239,4.681,0.477,0.398,3.0,1.7,42.1,1.5,12.1,70.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.06,12.54,0.0,1.08,0.0,0.0,57.16,0.0,0.0,0.0,7.0,2.34,24.0,173.0,307.0,61.0,8.33,0.106,0.0,0.106,34.3,8.0,0.0,0.0,0.07,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.078,0.346,6.509,0.674,0.515,7.0,2.7,60.4,1.6,12.7,91.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.38,11.71,0.0,0.92,0.0,0.0,67.25,0.0,0.0,0.0,6.0,1.71,20.0,145.0,262.0,64.0,5.99,0.085,0.0,0.085,22.2,4.0,0.0,0.0,0.15,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055,0.289,5.241,0.594,0.421,3.0,2.31,44.4,1.5,12.4,65.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.06,12.78,0.0,0.91,0.0,0.0,66.55,0.0,0.0,0.0,6.0,1.7,20.0,144.0,254.0,65.0,5.97,0.084,0.0,0.084,23.1,4.0,0.0,0.0,0.17,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053,0.275,5.076,0.621,0.422,3.0,2.46,45.7,1.5,13.0,65.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.87,10.11,0.0,0.94,0.0,0.0,68.31,0.0,0.0,0.0,6.0,1.73,21.0,149.0,283.0,65.0,6.2,0.081,0.0,0.081,21.4,4.0,0.0,0.0,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058,0.31,5.49,0.567,0.42,3.0,2.08,43.0,1.5,11.9,65.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.07,14.53,0.62,1.09,0.0,0.0,58.69,0.0,0.0,0.0,25.0,2.67,22.0,213.0,353.0,85.0,6.19,0.081,22.3,0.012,20.5,7.0,0.0,0.0,0.43,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043,0.18,5.682,0.681,0.38,9.0,2.73,81.0,1.7,8.0,84.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.69,18.44,0.35,0.88,0.0,0.0,62.64,0.0,0.0,0.0,6.0,3.35,19.0,140.0,240.0,65.0,4.51,0.171,0.0,0.171,22.6,4.0,0.0,0.0,0.17,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.103,0.562,4.043,1.163,0.374,3.0,5.48,55.1,1.5,14.6,71.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.43,16.31,0.36,0.94,0.0,0.0,63.96,0.0,0.0,0.0,6.0,3.63,20.0,147.0,251.0,63.0,5.13,0.167,0.0,0.167,23.1,5.0,0.0,0.0,0.13,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105,0.548,4.166,1.091,0.4,3.0,4.92,57.0,1.5,12.1,70.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.85,19.02,0.0,0.99,0.0,0.0,55.59,0.0,0.0,0.0,12.0,2.4,23.0,163.0,279.0,58.0,6.34,0.085,0.0,0.0,31.8,7.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.074,0.301,5.149,0.0,0.5,6.0,2.2,0.0,1.6,0.0,78.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.89,21.1,0.0,0.95,0.0,0.0,54.37,0.0,0.0,0.0,12.0,2.49,23.0,159.0,264.0,58.0,6.23,0.081,0.0,0.0,29.2,7.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.073,0.306,4.863,0.0,0.458,6.0,2.22,0.0,1.6,0.0,80.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.23,29.21,0.0,0.62,0.0,0.0,46.49,0.0,0.0,0.0,23.0,2.4,22.0,163.0,255.0,63.0,5.3,0.075,0.0,0.0,24.6,9.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.093,0.309,5.006,0.0,0.487,6.0,2.12,0.0,1.6,0.0,87.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.34,30.95,0.0,0.59,0.0,0.0,45.56,0.0,0.0,0.0,23.0,2.34,22.0,160.0,248.0,61.0,5.19,0.075,0.0,0.0,24.3,9.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.087,0.304,4.884,0.0,0.462,6.0,2.06,0.0,1.6,0.0,88.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.56,26.59,0.0,0.67,0.0,0.0,47.88,0.0,0.0,0.0,24.0,2.49,23.0,168.0,267.0,64.0,5.46,0.075,0.0,0.0,25.1,9.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.101,0.317,5.184,0.0,0.525,6.0,2.22,0.0,1.6,0.0,85.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.15,28.42,0.78,0.73,0.0,0.0,53.91,0.0,0.0,0.0,10.0,1.63,17.0,120.0,218.0,53.0,3.85,0.06,0.0,0.0,17.1,6.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.21,3.807,0.0,0.368,3.0,1.55,0.0,1.5,0.0,75.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.26,7.23,0.73,1.17,0.0,0.0,62.62,0.0,0.0,0.0,17.0,2.02,25.0,232.0,371.0,62.0,5.61,0.094,0.0,0.0,35.3,2.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.067,0.129,7.44,0.0,0.525,7.0,2.74,0.0,1.6,0.0,84.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.19,7.96,1.07,1.14,0.0,0.0,61.65,0.0,0.0,0.0,17.0,2.04,25.0,233.0,374.0,62.0,5.65,0.095,0.0,0.0,34.8,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.067,0.129,7.423,0.0,0.524,7.0,2.79,0.0,1.6,0.0,83.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.36,6.14,0.22,1.21,0.0,0.0,64.07,0.0,0.0,0.0,21.0,1.82,26.0,240.0,389.0,63.0,5.41,0.08,0.0,0.0,36.3,2.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.081,0.15,8.287,0.0,0.627,7.0,2.65,0.0,1.6,0.0,85.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.38,5.36,0.0,0.98,0.0,0.0,72.93,0.0,0.0,0.0,5.0,2.0,25.0,220.0,375.0,55.0,5.3,0.079,0.0,0.0,27.9,2.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.182,5.048,0.0,0.543,3.0,2.69,0.0,1.5,0.0,67.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.34,5.82,0.0,0.99,0.0,0.0,72.52,0.0,0.0,0.0,5.0,2.08,24.0,206.0,367.0,60.0,4.82,0.09,0.0,0.0,27.4,2.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059,0.169,5.438,0.0,0.61,3.0,2.73,0.0,1.5,0.0,67.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.4,28.74,2.34,5.11,0.0,0.0,42.41,0.0,0.0,0.0,528.0,0.31,23.0,387.0,256.0,1146.0,2.66,0.04,0.0,0.009,14.5,198.0,74.0,0.0,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029,0.382,1.016,1.729,0.166,36.0,1.22,15.4,2.4,0.0,75.0,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.24,29.68,2.79,3.18,0.0,0.0,41.11,0.0,0.0,0.0,674.0,0.43,24.0,451.0,136.0,560.0,2.6,0.024,0.0,0.012,14.5,292.0,76.0,0.0,0.26,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014,0.351,0.118,0.288,0.065,20.0,1.26,15.4,2.5,0.0,94.0,0.51,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.75,27.68,0.45,2.7,0.0,0.0,48.42,0.0,0.0,0.0,184.0,0.5,20.0,188.0,152.0,629.0,2.38,0.019,0.0,0.034,14.5,174.0,9.0,0.0,0.24,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.52,0.38,0.69,0.235,65.0,1.65,15.4,2.3,0.0,100.0,0.45,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.8,24.26,0.46,3.68,0.0,0.0,51.8,0.0,0.0,0.0,388.0,0.33,20.0,347.0,187.0,842.0,2.38,0.021,0.0,0.038,14.5,241.0,12.0,0.0,0.21,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028,0.488,0.63,1.364,0.227,62.0,1.3,15.4,2.0,0.0,72.0,0.46,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.12,4.3,3.38,1.41,0.0,0.0,79.79,0.0,0.0,0.0,83.0,0.07,8.0,159.0,104.0,315.0,0.4,0.029,31.6,0.002,9.7,37.0,12.0,0.0,0.08,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027,0.163,0.099,0.557,0.046,12.0,0.43,18.4,0.0,0.7,17.0,2.67,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.69,3.85,4.61,1.2,0.0,0.0,79.64,0.0,0.0,0.2,53.0,0.16,7.0,113.0,90.0,344.0,0.33,0.04,31.6,0.003,7.7,38.0,14.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.033,0.142,0.15,0.181,0.068,11.0,0.53,17.5,0.4,0.0,13.0,2.38,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.34,0.29,6.66,1.71,0.0,0.0,81.01,0.0,0.0,0.0,86.0,0.15,11.0,190.0,137.0,372.0,0.47,0.03,31.6,0.022,9.4,2.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.023,0.226,0.144,0.446,0.016,9.0,0.46,17.9,0.0,0.9,7.0,1.85,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.45,2.27,4.76,1.27,0.0,0.0,81.24,0.0,0.0,0.0,111.0,0.13,9.0,150.0,125.0,308.0,0.51,0.033,0.0,0.015,11.9,68.0,6.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.251,0.103,0.524,0.057,8.0,0.47,16.3,0.0,0.6,12.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.9,0.17,0.73,0.63,0.0,0.0,87.57,0.0,0.0,0.0,7.0,0.08,11.0,15.0,163.0,166.0,0.03,0.023,0.0,0.011,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.439,0.105,0.19,0.005,4.0,0.09,1.1,0.0,0.3,0.0,0.71,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.86,26.54,3.59,1.71,0.0,0.0,52.31,0.0,0.0,0.0,129.0,2.73,5.0,390.0,109.0,48.0,2.3,0.077,0.0,0.055,56.0,381.0,88.0,38.0,2.58,5.4,33.0,0.0,1094.0,0.05,1.33,0.06,0.03,0.0,0.0,0.0,0.0,0.176,0.528,0.024,2.99,0.35,146.0,1.95,820.2,0.7,0.9,1085.0,0.56,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.57,11.66,0.64,1.01,0.0,0.0,76.13,0.0,0.0,0.0,48.0,1.48,11.0,167.0,117.0,155.0,1.09,0.063,21.2,0.024,25.8,172.0,28.0,0.0,1.29,1.7,8.0,0.0,423.0,0.03,2.41,0.74,0.05,0.0,0.01,0.0,0.0,0.034,0.386,0.064,1.289,0.143,39.0,0.76,247.6,4.5,0.2,313.0,0.31,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.51,9.47,0.71,1.46,0.0,0.0,75.85,0.0,0.0,0.0,56.0,1.75,12.0,197.0,138.0,297.0,1.29,0.072,1.1,0.028,30.6,160.0,0.0,0.0,1.04,2.0,9.0,0.0,501.0,0.01,0.5,0.06,0.06,0.0,0.01,0.0,0.0,0.032,0.387,0.063,1.527,0.144,35.0,0.71,234.1,0.3,0.3,370.0,0.37,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.99,10.98,1.61,1.01,0.0,0.0,76.4,0.0,0.0,0.0,66.0,1.31,11.0,165.0,132.0,145.0,1.04,0.059,0.8,0.022,23.5,161.0,26.0,0.0,1.15,1.8,7.0,0.0,372.0,0.03,2.12,0.65,0.04,0.0,0.01,0.0,0.0,0.04,0.376,0.076,1.217,0.134,36.0,0.76,221.0,4.0,0.3,277.0,1.39,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48.05,43.9,1.13,4.13,0.0,0.0,2.78,0.0,0.0,0.0,244.0,7.2,34.0,629.0,540.0,476.0,3.15,0.203,0.0,0.058,164.7,301.0,0.0,0.0,3.88,8.3,36.0,0.0,835.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.183,1.977,0.34,5.55,0.499,119.0,2.96,1266.7,1.2,0.0,1630.0,0.56,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.81,13.77,1.45,1.14,0.0,0.0,70.83,0.0,0.0,0.0,64.0,3.85,17.0,220.0,222.0,146.0,1.41,0.062,0.0,0.038,36.4,194.0,14.0,0.0,1.34,1.7,12.0,0.0,459.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.156,0.404,0.2,1.862,0.25,80.0,5.4,263.4,0.4,0.0,884.0,0.93,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.87,13.27,1.35,1.08,0.0,0.0,70.43,0.0,0.0,0.0,60.0,3.64,16.0,208.0,210.0,138.0,1.33,0.062,0.0,0.038,36.9,187.0,13.0,0.0,1.29,1.7,12.0,0.0,442.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.147,0.382,0.189,1.759,0.236,76.0,5.1,263.4,0.4,0.0,852.0,0.94,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.05,11.09,0.41,1.1,0.0,0.0,74.35,0.0,0.0,0.0,64.0,3.65,13.0,226.0,132.0,141.0,1.47,0.062,0.0,0.038,32.0,156.0,11.0,0.0,1.08,1.4,10.0,0.0,369.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.79,0.15,1.761,0.15,66.0,1.58,263.4,0.3,0.0,844.0,0.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.68,11.88,1.15,0.79,0.0,0.0,72.5,0.0,0.0,0.0,99.0,4.1,13.0,170.0,142.0,151.0,1.58,0.062,0.0,0.038,34.3,166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.47,0.024,1.889,0.131,71.0,1.69,0.0,0.0,0.0,933.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.95,1.98,5.49,0.87,0.0,0.0,87.71,0.0,0.0,0.0,143.0,0.06,15.0,112.0,182.0,59.0,0.41,0.011,0.0,0.002,2.6,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.045,0.194,0.101,0.339,0.046,5.0,0.39,0.0,0.0,0.0,8.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.81,7.56,10.04,1.55,0.0,0.0,74.04,0.0,0.0,0.0,261.0,0.19,24.0,203.0,303.0,106.0,0.77,0.016,8.5,0.006,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.047,0.316,0.194,0.638,0.05,8.0,0.16,0.0,0.0,0.0,29.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.16,0.77,51.98,7.93,0.0,0.0,3.16,0.0,0.0,0.0,1257.0,0.32,110.0,968.0,1794.0,535.0,4.08,0.041,0.0,0.02,27.3,653.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,0.415,1.55,0.951,3.568,0.361,50.0,4.03,169.2,0.1,0.0,20.0,51.98,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35.1,0.72,52.19,8.03,0.0,0.0,3.96,0.0,0.0,0.0,1231.0,0.31,117.0,985.0,1705.0,549.0,4.41,0.041,0.0,0.02,27.3,4.0,1.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,0.413,1.744,0.891,3.23,0.345,50.0,3.99,167.8,0.0,0.0,18.0,52.19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.52,35.59,2.17,3.72,0.0,0.0,29.01,0.0,0.0,0.0,895.0,1.88,54.0,729.0,48.0,423.0,1.59,0.627,0.0,0.252,5.5,486.0,91.0,0.0,0.31,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,1.19,2.4,0.41,0.08,4.0,0.12,15.4,3.0,0.0,105.0,2.17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.47,12.22,23.67,5.27,0.0,0.0,47.36,0.0,0.0,0.0,610.0,0.4,41.0,583.0,455.0,685.0,1.92,0.11,0.0,0.028,19.2,437.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.026,0.444,0.317,0.083,0.051,11.0,0.81,13.7,1.0,0.0,0.0,23.67,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.64,1.69,11.84,0.61,0.0,0.0,78.3,0.0,0.0,0.5,89.0,0.03,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,27.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.33,14.92,5.48,2.41,0.0,0.0,66.86,0.0,0.0,0.1,311.0,0.35,19.0,229.0,142.0,493.0,1.26,0.019,0.0,0.04,6.6,82.0,26.0,0.0,0.09,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.044,0.243,0.204,0.233,0.045,10.0,0.35,5.1,0.9,0.0,38.0,0.19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.44,29.98,4.63,5.89,0.0,0.0,38.06,0.0,0.0,0.0,680.0,0.47,28.0,444.0,87.0,1131.0,2.94,0.008,0.0,0.037,14.5,64.0,4.0,0.0,0.26,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.209,0.032,0.252,0.047,1.0,1.38,15.4,2.5,0.0,105.0,4.63,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.33,9.95,1.01,0.91,0.0,0.0,75.81,0.0,0.0,0.0,62.0,1.74,9.0,193.0,135.0,128.0,1.32,0.053,0.0,0.032,37.2,171.0,0.0,0.0,0.72,2.6,9.0,0.0,471.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.067,0.523,0.103,1.57,0.188,87.0,1.0,268.3,0.3,0.0,372.0,0.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.2,0.0,1.04,0.6,0.0,0.0,88.17,0.0,0.0,0.0,8.0,0.04,11.0,13.0,169.0,169.0,0.07,0.032,0.0,0.007,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023,0.423,0.093,0.147,0.005,10.0,0.03,2.5,0.0,0.0,0.0,0.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81.1,0.0,7.8,5.3,0.0,0.0,5.8,0.0,0.0,0.0,62.0,0.15,88.0,111.0,1125.0,1280.0,0.1,0.114,0.0,0.007,125.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,2.53,0.865,0.775,0.036,18.0,0.18,8.4,0.0,0.0,0.0,5.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.3,1.98,4.8,0.71,0.0,0.0,89.21,0.0,0.0,0.0,120.0,0.02,11.0,92.0,140.0,47.0,0.48,0.006,3.4,0.014,2.5,28.0,7.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.039,0.185,0.092,0.356,0.038,5.0,0.53,16.4,0.2,0.9,8.0,5.06,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.0,5.0,40.0,6.4,0.0,0.0,8.6,0.0,0.0,0.0,800.0,5.0,40.0,700.0,600.0,1150.0,3.0,0.02,0.0,0.0,43.3,40.0,13.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.2,0.0,0.1,25.0,1.1,15.4,0.4,0.0,20.0,1.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.69,1.0,7.66,3.77,1.05,0.0,71.87,0.0,0.0,0.0,351.0,0.19,22.0,523.0,278.0,702.0,1.5,0.036,0.0,0.017,4.9,11.0,11.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.265,0.23,0.84,0.05,35.0,0.95,65.2,0.2,0.0,12.0,5.48,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.53,0.0,23.53,1.37,0.0,0.0,71.57,2.0,23.0,1.2,88.0,0.42,40.0,166.0,339.0,135.0,1.13,0.209,12.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047,0.215,0.223,0.0,0.047,12.0,0.5,15.2,0.0,0.0,1.0,14.97,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
